,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,se_ep
62,193463370987479042,193463370987479042,1334960236000.0,2012-04-20 22:17:16,+0000,,"Dear, #theoffice I quit fuck this shit with Nellie worst character ever on the show. Unfunny and just despicable I watch this show to laugh",en,['theoffice'],[],272029294,272029294,ATSPodcast,🐊DR Gator🐊,5,22,https://twitter.com/ATSPodcast/status/193463370987479042,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
63,193462965893210113,193462965893210113,1334960140000.0,2012-04-20 22:15:40,+0000,,"Haven't heard any complaints, wouldn't care if I did. #hilarious #theoffice",en,"['hilarious', 'theoffice']",[],360970730,360970730,Tommy2stepTX,Tommy2step,5,22,https://twitter.com/Tommy2stepTX/status/193462965893210113,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
64,193462840596762624,193462840596762624,1334960110000.0,2012-04-20 22:15:10,+0000,,Watching #Theoffice,en,['theoffice'],[],326963610,326963610,DJ_WILL9,Will,5,22,https://twitter.com/DJ_WILL9/status/193462840596762624,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
65,193461463116021761,193461463116021761,1334959781000.0,2012-04-20 22:09:41,+0000,,"""And I didn't perform okay, happens to plenty of guys.. usually not followed by a giant workplace discussion and an interview"" #theoffice",en,['theoffice'],[],25411869,25411869,hannahcoates,Vanilla Ice,5,22,https://twitter.com/hannahcoates/status/193461463116021761,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
66,193461095925694464,193461095925694464,1334959694000.0,2012-04-20 22:08:14,+0000,,No! No God No! #theoffice,en,['theoffice'],[],239045673,239045673,alexafletcher7,Alexa Fletcher,5,22,https://twitter.com/alexafletcher7/status/193461095925694464,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
67,193461066745909248,193461066745909248,1334959687000.0,2012-04-20 22:08:07,+0000,,I miss Michael Scott on #theoffice. #itisntthesameanymore,en,"['theoffice', 'itisntthesameanymore']",[],322757804,322757804,ansleyoermann,Ansley Oermann,5,22,https://twitter.com/ansleyoermann/status/193461066745909248,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
68,193460819944669184,193460819944669184,1334959628000.0,2012-04-20 22:07:08,+0000,,what the hell is happening on #theoffice... i'm getting angry,en,['theoffice'],[],250445751,250445751,thanhctang,Thanh Tang,5,22,https://twitter.com/thanhctang/status/193460819944669184,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
70,193460474929614848,193460474929614848,1334959546000.0,2012-04-20 22:05:46,+0000,,Myself @BarryM85 and @IrishSunNeil have decided that a trip to Slough is in order #theoffice,en,['theoffice'],[],22484154,22484154,MDoyler,Michael Doyle,5,22,https://twitter.com/MDoyler/status/193460474929614848,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
71,193459223814881280,193459223814881280,1334959247000.0,2012-04-20 22:00:47,+0000,,"Everybody thinks that I'm crazy, and that tells me that I am the saneist person I know. #theoffice",en,['theoffice'],[],211057147,211057147,carellquotes,Michael Scott,5,22,https://twitter.com/carellquotes/status/193459223814881280,[],[],0,,False,4,0,10,,#TheOffice,,,,,,,[],,,,,s8ep21
73,193457886964355072,193457886964355072,1334958929000.0,2012-04-20 21:55:29,+0000,,"""Jinx, buy me some coke."" - Creed #theoffice",en,['theoffice'],[],249936456,249936456,_MattDotson,Matt Shreck 🎄🦇,5,21,https://twitter.com/_MattDotson/status/193457886964355072,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
74,193456762014273536,193456762014273536,1334958660000.0,2012-04-20 21:51:00,+0000,,"Best ""The Office"" in a long time! #theoffice",en,['theoffice'],[],490391820,490391820,bkbroilers,Brad Reeves,5,21,https://twitter.com/bkbroilers/status/193456762014273536,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
75,193456608544694273,193456608544694273,1334958624000.0,2012-04-20 21:50:24,+0000,,"""Her new boyfriend seems really nice, if you're into Indian people. I'm not."" - @bjnovak #theoffice I feel like I've said that before...",en,['theoffice'],[],107635558,107635558,MChalasani,"Meghana Chalasani, MD",5,21,https://twitter.com/MChalasani/status/193456608544694273,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
76,193456554517860352,193456554517860352,1334958611000.0,2012-04-20 21:50:11,+0000,,"""He does not like that wall."" #theoffice #DarrylPhilbin",en,"['theoffice', 'darrylphilbin']",[],204074135,204074135,sjjensen92,Stephanie Jensen,5,21,https://twitter.com/sjjensen92/status/193456554517860352,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
77,193456266138497025,193456266138497025,1334958542000.0,2012-04-20 21:49:02,+0000,,ahhaahah dwight ( @rainnwilson ) writes fan fictions about mermaids... #theoffice,en,['theoffice'],[],403680989,403680989,thehoranme,Gloria,5,21,https://twitter.com/thehoranme/status/193456266138497025,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
78,193455793604014080,193455793604014080,1334958430000.0,2012-04-20 21:47:10,+0000,,"Creed: ""JINX! Buy me some coke!"" #TheOffice",en,['theoffice'],[],396102343,396102343,souljafetus,KᵢNg bₐby 👼🏻,5,21,https://twitter.com/souljafetus/status/193455793604014080,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
79,193455186289770496,193455186289770496,1334958285000.0,2012-04-20 21:44:45,+0000,,Last nights episode was one of the best all season. #theoffice,en,['theoffice'],[],249936456,249936456,_MattDotson,Matt Shreck 🎄🦇,5,21,https://twitter.com/_MattDotson/status/193455186289770496,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep21
0,196025842994913281,196025842994913281,1335571177000.0,2012-04-27 23:59:37,+0000,,"Planking is one of those things that, hey, u either get it or u don't. And I don't, but I'm so excited to be a part of it. ~Erin, #TheOffice",en,['theoffice'],[],52758316,52758316,ErnestoCortes,Ernesto Cortés,5,23,https://twitter.com/ErnestoCortes/status/196025842994913281,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
1,196025703735627776,196025703735627776,1335571144000.0,2012-04-27 23:59:04,+0000,,Fun activities...funtivities :) #theoffice,en,['theoffice'],[],384037527,384037527,bAdLoSe32,Megan Goodwin,5,23,https://twitter.com/bAdLoSe32/status/196025703735627776,[],[],0,,False,1,1,0,,#TheOffice,,,,,,,[],,,,,s8ep22
2,196024645542088704,196024645542088704,1335570892000.0,2012-04-27 23:54:52,+0000,,"Oscar: ""I was right about Angela's feonce, I still got the sexy. And poor Angela."" #TheOffice",en,['theoffice'],[],37321194,37321194,LanceAbstract_,devil in a new jeep△,5,23,https://twitter.com/LanceAbstract_/status/196024645542088704,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
3,196020555755950081,196020555755950081,1335569917000.0,2012-04-27 23:38:37,+0000,,Above average #TheOffice from last night...still loving the show #EmptyTheDVR,en,"['theoffice', 'emptythedvr']",[],18938222,18938222,zoofster,ZooF,5,23,https://twitter.com/zoofster/status/196020555755950081,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
4,196019678831837186,196019678831837186,1335569707000.0,2012-04-27 23:35:07,+0000,,@edhelms Hashtags don't work with apostrophes #UnemployedAndy #TheOffice,en,"['unemployedandy', 'theoffice']",[],338088308,338088308,Desman6,NJD,5,23,https://twitter.com/Desman6/status/196019678831837186,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
5,196019384731451392,196019384731451392,1335569637000.0,2012-04-27 23:33:57,+0000,,Dwight is an idiot. #TheOffice #EmptyTheDVR,en,"['theoffice', 'emptythedvr']",[],18938222,18938222,zoofster,ZooF,5,23,https://twitter.com/zoofster/status/196019384731451392,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
6,196018943230619650,196018943230619650,1335569532000.0,2012-04-27 23:32:12,+0000,,Have enjoyed James Spader on #TheOffice this year. Shame he's not coming back next year. #EmptyTheDVR,en,"['theoffice', 'emptythedvr']",[],18938222,18938222,zoofster,ZooF,5,23,https://twitter.com/zoofster/status/196018943230619650,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
7,196017791520882689,196017791520882689,1335569257000.0,2012-04-27 23:27:37,+0000,,Life is downton abbey #TheOffice #EmptyTheDVR,en,"['theoffice', 'emptythedvr']",[],18938222,18938222,zoofster,ZooF,5,23,https://twitter.com/zoofster/status/196017791520882689,[],[],0,,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep22
8,196017415136624640,196017415136624640,1335569168000.0,2012-04-27 23:26:08,+0000,,RT @EXTHEPOET: “@THEREALREESEB: @EXTHEPOET I shoulda came LOL”.  Dats wat SHE said! #theOffice&lt;&lt;I could fix that easily whoever SHE IS..,en,['theoffice'],[],31916608,31916608,DarealWalkerAve,WalkerAvenue ™,5,23,https://twitter.com/DarealWalkerAve/status/196017415136624640,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
9,196016676519690242,196016676519690242,1335568992000.0,2012-04-27 23:23:12,+0000,,"Wow, #theoffice blows now.. Goes to show how funny michael scott was!",en,['theoffice'],[],26346744,26346744,crispylee04,Christopher Lee,5,23,https://twitter.com/crispylee04/status/196016676519690242,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
10,196016571171344386,196016571171344386,1335568967000.0,2012-04-27 23:22:47,+0000,,"LOL! RT:@DowntonCooks: ""Ok, guys, not every glance means something, allright? Life isn't Downton Abbey"" #theoffice",en,['theoffice'],[],17552437,17552437,Cynamar,Cynthia Martin,5,23,https://twitter.com/Cynamar/status/196016571171344386,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
11,196016555836968960,196016555836968960,1335568963000.0,2012-04-27 23:22:43,+0000,,This girl needs to die!! I feel so bad for Jim! D: #theoffice,en,['theoffice'],[],119533334,119533334,kiraan,Kiran,5,23,https://twitter.com/kiraan/status/196016555836968960,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
12,196015464764293120,196015464764293120,1335568703000.0,2012-04-27 23:18:23,+0000,,Finally caught up with #TheOffice POOR ANDY!,en,['theoffice'],[],42487996,42487996,bitter666sweet,≌,5,23,https://twitter.com/bitter666sweet/status/196015464764293120,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
13,196015343825727488,196015343825727488,1335568674000.0,2012-04-27 23:17:54,+0000,,Starting with #TheOffice #EmptyTheDVR,en,"['theoffice', 'emptythedvr']",[],18938222,18938222,zoofster,ZooF,5,23,https://twitter.com/zoofster/status/196015343825727488,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
14,196015049142312960,196015049142312960,1335568604000.0,2012-04-27 23:16:44,+0000,,Options... #Fringe #Whitechapel #TopGear #TheOffice need to #EmptyTheDVR,en,"['fringe', 'whitechapel', 'topgear', 'theoffice', 'emptythedvr']",[],18938222,18938222,zoofster,ZooF,5,23,https://twitter.com/zoofster/status/196015049142312960,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
15,196014980129234944,196014980129234944,1335568587000.0,2012-04-27 23:16:27,+0000,,"""Bears, Beets, Battlestar Galatica"" #TheOffice",en,['theoffice'],[],128779761,128779761,marckers_,Bacon Daddy™,5,23,https://twitter.com/marckers_/status/196014980129234944,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
17,196013699457228800,196013699457228800,1335568282000.0,2012-04-27 23:11:22,+0000,,#TheOffice marathon with @sashagoldstein #bejealous #examtimeover,en,"['theoffice', 'bejealous', 'examtimeover']",[],519627647,519627647,kturns7,Kristen T,5,23,https://twitter.com/kturns7/status/196013699457228800,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
18,196012178539683840,195330917449994242,1335567919000.0,2012-04-27 23:05:19,+0000,,@kaylin5298 #theoffice pretty much sums up my life,en,['theoffice'],[],298551070,298551070,daprice_isright,Talia Price,5,23,https://twitter.com/daprice_isright/status/196012178539683840,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
19,196010983335018497,196010983335018497,1335567634000.0,2012-04-27 23:00:34,+0000,,"Catherine Tate is brilliant in The Office, just saying #theoffice",en,['theoffice'],[],476357347,476357347,LocalJams,LocalJams,5,23,https://twitter.com/LocalJams/status/196010983335018497,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
20,196010396417654784,196010396417654784,1335567494000.0,2012-04-27 22:58:14,+0000,,#theoffice never gets old. Great show,en,['theoffice'],[],490762420,490762420,HL_Hartt,Harrison Hartt,5,22,https://twitter.com/HL_Hartt/status/196010396417654784,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
21,196010306076549121,196010306076549121,1335567473000.0,2012-04-27 22:57:53,+0000,,Has The Office finally hit rock bottom?  http://t.co/0J8TM264 #theoffice #office,en,"['theoffice', 'office']",[],16369697,16369697,CliqueClack,CliqueClack,5,22,https://twitter.com/CliqueClack/status/196010306076549121,['http://clak.us/t3368'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
22,196010078137106432,196010078137106432,1335567418000.0,2012-04-27 22:56:58,+0000,,@ArtThiefUpdates #theoffice which version UK or US? you decide! @rickygervais @stevecarell @rainnwilson  https://t.co/goOPL2tM,en,['theoffice'],[],325799835,325799835,midgerock1,midgerock,5,22,https://twitter.com/midgerock1/status/196010078137106432,['https://www.stealthisart.com/'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
23,196009714067308545,196002499419844609,1335567332000.0,2012-04-27 22:55:32,+0000,,@JordyDecker Boom! #roasted! #TheOffice,en,"['roasted', 'theoffice']",[],161529288,161529288,amhammin,Amitt Minhas,5,22,https://twitter.com/amhammin/status/196009714067308545,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
25,196008831506059264,196008831506059264,1335567121000.0,2012-04-27 22:52:01,+0000,,What's a pap smear? Or is it schmear? #MichaelScott  #TheOffice,en,"['michaelscott', 'theoffice']",[],351748204,351748204,vsanro20,victoria,5,22,https://twitter.com/vsanro20/status/196008831506059264,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
26,196008063503831040,196008063503831040,1335566938000.0,2012-04-27 22:48:58,+0000,,"Michael Scott might be the best television character ever created. HAHAHA Everytime,he's funny every single time. #theoffice",en,['theoffice'],[],119953468,119953468,JuJuuBeans,jujuubeans,5,22,https://twitter.com/JuJuuBeans/status/196008063503831040,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
27,196006998968504321,196006998968504321,1335566684000.0,2012-04-27 22:44:44,+0000,,Tonight is about catching up on my shows!! #smash #theoffice #onceuponatime,en,"['smash', 'theoffice', 'onceuponatime']",[],147029605,147029605,k8eyoung,Katie Young,5,22,https://twitter.com/k8eyoung/status/196006998968504321,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
28,196006791748911104,196006791748911104,1335566635000.0,2012-04-27 22:43:55,+0000,,"Elizabeth: Secrets, secrets are no fun. Secrets, secrets hurt someone. Michael: Wow. Thank you. #theOffice",en,['theoffice'],[],75044533,75044533,officequotesnet,OfficeQuotes,5,22,https://twitter.com/officequotesnet/status/196006791748911104,[],[],0,,False,0,0,5,,#TheOffice,,,,,,,[],,,,,s8ep22
29,196006775856693249,196006775856693249,1335566631000.0,2012-04-27 22:43:51,+0000,,"""Not every little glance means something, alright. Life isn't Downton Abbey.""  ""Life IS Downton Abbey."" #Awesome #TheOffice 😄❤",en,"['awesome', 'theoffice']",[],46216107,46216107,hannahhelaine,Hannah Ritchie,5,22,https://twitter.com/hannahhelaine/status/196006775856693249,[],[],0,,False,0,0,2,,#TheOffice,,,,,,,[],,,,,s8ep22
30,196006775399518208,196006775399518208,1335566631000.0,2012-04-27 22:43:51,+0000,,"dont know, super care #theoffice",en,['theoffice'],[],41396764,41396764,kaykosn,Kay Kos,5,22,https://twitter.com/kaykosn/status/196006775399518208,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
31,196006534088638465,196006534088638465,1335566574000.0,2012-04-27 22:42:54,+0000,,"Wow, I thought Dwight was smarter than this. Lol #TheOffice",en,['theoffice'],[],220468306,220468306,SHUSHsharayah,Sharayah,5,22,https://twitter.com/SHUSHsharayah/status/196006534088638465,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
32,196006053513666560,196006053513666560,1335566459000.0,2012-04-27 22:40:59,+0000,,I love cross-referencing pop culture moments.  http://t.co/akwfz7be #theoffice #downtonabbey,en,"['theoffice', 'downtonabbey']",[],19408886,19408886,lcf42,"bonne chance, franco",5,22,https://twitter.com/lcf42/status/196006053513666560,['http://petitewordplay.tumblr.com/post/21933530197/ok-maybe-the-office-hasnt-turned-into-a#notes'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
33,196005824286568448,196005076416995329,1335566404000.0,2012-04-27 22:40:04,+0000,,@xJessiexTonksx Ha ha. That was a good application of the #DateJessie @KerriluvsKU #TheOffice,en,"['datejessie', 'theoffice']",[],15498964,15498964,Brudaddy,Brudaddy,5,22,https://twitter.com/Brudaddy/status/196005824286568448,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
34,196005778396684288,196005778396684288,1335566393000.0,2012-04-27 22:39:53,+0000,,"""Sometimes I feel like everyone i work with is an idiot. And by sometimes i mean all times...all the time...every of the time."" #theoffice",en,['theoffice'],[],292784238,292784238,Jwaterdidit,Josh,5,22,https://twitter.com/Jwaterdidit/status/196005778396684288,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
35,196005737938423809,196005737938423809,1335566384000.0,2012-04-27 22:39:44,+0000,,#davidwallace on #theoffice?! talk about a #blastfromthepast,en,"['davidwallace', 'theoffice', 'blastfromthepast']",[],37102373,37102373,jorilextera,lex,5,22,https://twitter.com/jorilextera/status/196005737938423809,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
36,196005032401973248,196005032401973248,1335566215000.0,2012-04-27 22:36:55,+0000,,Jim: Not every glance means something. Life isn't Downton Abbey. Pam: Life is Downton Abbey! LAWL! XD #TheOffice,en,['theoffice'],[],220468306,220468306,SHUSHsharayah,Sharayah,5,22,https://twitter.com/SHUSHsharayah/status/196005032401973248,[],[],0,,False,1,0,1,,#TheOffice,,,,,,,[],,,,,s8ep22
37,196004973434249217,196004973434249217,1335566201000.0,2012-04-27 22:36:41,+0000,,"Maybe we weren't right together, but it's weird, I'd rather she be alone than with somebody. Is that love? #TheOffice",en,['theoffice'],[],61624705,61624705,simon77chan,Simon Chan,5,22,https://twitter.com/simon77chan/status/196004973434249217,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
39,196004064155275266,196004064155275266,1335565985000.0,2012-04-27 22:33:05,+0000,,"Scrantonicity ~ “Fundraiser”: As luck would have it, I was in line to write the LITO episode recap fo...  http://t.co/fu28eRkK #theoffice",en,['theoffice'],[],308557964,308557964,BodyBiltCustom,BodyBilt Chairs,5,22,https://twitter.com/BodyBiltCustom/status/196004064155275266,['http://bit.ly/IFutLZ'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
41,196003056872198145,196003056872198145,1335565744000.0,2012-04-27 22:29:04,+0000,,She didn't know the warehouse was downstairs?! Bahaha. #TheOffice,en,['theoffice'],[],220468306,220468306,SHUSHsharayah,Sharayah,5,22,https://twitter.com/SHUSHsharayah/status/196003056872198145,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
42,196002903339700224,196002903339700224,1335565708000.0,2012-04-27 22:28:28,+0000,,"""Everyone told me that if I moved to America, I would be murdered."" - Nellie. #ohjeez lol. #stereotypes #guns #TheOffice",en,"['ohjeez', 'stereotypes', 'guns', 'theoffice']",[],220468306,220468306,SHUSHsharayah,Sharayah,5,22,https://twitter.com/SHUSHsharayah/status/196002903339700224,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
43,196002893105594369,196002893105594369,1335565706000.0,2012-04-27 22:28:26,+0000,,probably one of my favorite #theoffice scenes #dwightschrute #stressreliefpartone  http://t.co/83x0Zm4e,en,"['theoffice', 'dwightschrute', 'stressreliefpartone']",[],243925212,243925212,nkbodnar,Nicole Bodnar,5,22,https://twitter.com/nkbodnar/status/196002893105594369,[],['https://pbs.twimg.com/media/ArhXl8MCAAATc0y.jpg'],1,https://pbs.twimg.com/media/ArhXl8MCAAATc0y.jpg,False,0,1,0,,#TheOffice,,,,,,,[],,,,,s8ep22
44,196002607670624256,196002607670624256,1335565637000.0,2012-04-27 22:27:17,+0000,,"""Soul mate!"" ""Not likely. There are 3 billion women on the planet, most of which live in Asia. The numbers just don't add up"" #theoffice",en,['theoffice'],[],299451233,299451233,Moransgotaplan,Emily Moran,5,22,https://twitter.com/Moransgotaplan/status/196002607670624256,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
45,196002532630331392,196002532630331392,1335565619000.0,2012-04-27 22:26:59,+0000,,Robert California always brings up something related to sex. &gt;.&lt; #TheOffice,en,['theoffice'],[],220468306,220468306,SHUSHsharayah,Sharayah,5,22,https://twitter.com/SHUSHsharayah/status/196002532630331392,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
46,196002331203080192,196002331203080192,1335565571000.0,2012-04-27 22:26:11,+0000,,Ryan! How could you not like #TheBeatles oh jeez #TheOffice,en,"['thebeatles', 'theoffice']",[],220468306,220468306,SHUSHsharayah,Sharayah,5,22,https://twitter.com/SHUSHsharayah/status/196002331203080192,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
47,196002130014908417,196002130014908417,1335565523000.0,2012-04-27 22:25:23,+0000,,"Ohhhhhhhhh man, Andy's going crazy. #TheOffice",en,['theoffice'],[],14208586,14208586,_SoniM,S.M.,5,22,https://twitter.com/_SoniM/status/196002130014908417,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
48,196000908885229568,196000908885229568,1335565232000.0,2012-04-27 22:20:32,+0000,,"I'm watching The Office, Angry Andy (S8EP21) #theoffice @theofficenbc @intonow  http://t.co/S5fYky23",en,['theoffice'],[],4888711,4888711,joelheflin,Joel Heflin,5,22,https://twitter.com/joelheflin/status/196000908885229568,['http://into.tv/i/67gA'],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
49,196000270449246209,196000270449246209,1335565080000.0,2012-04-27 22:18:00,+0000,,Jim has the best faces!!! #TheOffice,en,['theoffice'],[],463539381,463539381,CheyBay87,Cheryl,5,22,https://twitter.com/CheyBay87/status/196000270449246209,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
50,195999582960893952,195999582960893952,1335564916000.0,2012-04-27 22:15:16,+0000,,This is my life now. I'm a dog nurse #TheOffice,en,['theoffice'],[],463539381,463539381,CheyBay87,Cheryl,5,22,https://twitter.com/CheyBay87/status/195999582960893952,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
51,195998842737537024,195998842737537024,1335564740000.0,2012-04-27 22:12:20,+0000,,Dwight is such a moron #TheOffice,en,['theoffice'],[],463539381,463539381,CheyBay87,Cheryl,5,22,https://twitter.com/CheyBay87/status/195998842737537024,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
52,195998753742790656,195998753742790656,1335564719000.0,2012-04-27 22:11:59,+0000,,Ryan started the fire! #theoffice,en,['theoffice'],[],18922627,18922627,aprileigh_,soggy bottom,5,22,https://twitter.com/aprileigh_/status/195998753742790656,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
53,195998213365436417,195998213365436417,1335564590000.0,2012-04-27 22:09:50,+0000,,I am going to take that bitch home hahahaha #TheOffice,en,['theoffice'],[],463539381,463539381,CheyBay87,Cheryl,5,22,https://twitter.com/CheyBay87/status/195998213365436417,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
54,195998105592799232,195998105592799232,1335564564000.0,2012-04-27 22:09:24,+0000,,"LOL RT @musguita ""Ok, guys, not every glance means something, allright? Life isn't Downton Abbey"" #theoffice",en,['theoffice'],[],460181314,460181314,DowntonCooks,Pamela Foster,5,22,https://twitter.com/DowntonCooks/status/195998105592799232,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep22
55,195997712766861312,195997712766861312,1335564470000.0,2012-04-27 22:07:50,+0000,,"Holy shit, he punched the wall! #TheOffice",en,['theoffice'],[],14208586,14208586,_SoniM,S.M.,5,22,https://twitter.com/_SoniM/status/195997712766861312,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
57,195997004298588160,195997004298588160,1335564301000.0,2012-04-27 22:05:01,+0000,,watching #TheOffice and #Parks&amp;Rec that I missed on Thursday #addictedtoTV,en,"['theoffice', 'parks', 'addictedtotv']",[],39691995,39691995,katemck21,Katelyn Schaeffer,5,22,https://twitter.com/katemck21/status/195997004298588160,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
58,195996956588384256,195996956588384256,1335564290000.0,2012-04-27 22:04:50,+0000,,"Watching ""The Office"" with Viggle.  Get real rewards just for watching TV. #TheOffice #viggle",en,"['theoffice', 'viggle']",[],556064230,556064230,MyViggle,My Viggle,5,22,https://twitter.com/MyViggle/status/195996956588384256,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
59,195995986928209920,195995986928209920,1335564059000.0,2012-04-27 22:00:59,+0000,,"(as classy Santa) The name is Bond. Santa Bond. I'll have an eggnog shaken, not stirred. Classic Brosnan. #theoffice",en,['theoffice'],[],211057147,211057147,carellquotes,Michael Scott,5,22,https://twitter.com/carellquotes/status/195995986928209920,[],[],0,,False,0,0,1,,#TheOffice,,,,,,,[],,,,,s8ep22
62,195995488460345345,195995488460345345,1335563940000.0,2012-04-27 21:59:00,+0000,,Just watched yesterday's episode of #TheOffice.  Great having #DavidWallace back.  I enjoyed his character from earlier seasons.,en,"['theoffice', 'davidwallace']",[],16189451,16189451,TheNickSutton,Nick Sutton,5,21,https://twitter.com/TheNickSutton/status/195995488460345345,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
63,195995259157757952,195995259157757952,1335563885000.0,2012-04-27 21:58:05,+0000,,Leaving Dunder Mifflin is like leaving the island on Lost. Makes you crazy #theoffice,en,['theoffice'],[],92356286,92356286,Hot_Coughphee,Imhotep's Prodigy,5,21,https://twitter.com/Hot_Coughphee/status/195995259157757952,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
64,195994804822343681,195994804822343681,1335563777000.0,2012-04-27 21:56:17,+0000,,Lmao Ryan is so dumb! #TheOffice,en,['theoffice'],[],463539381,463539381,CheyBay87,Cheryl,5,21,https://twitter.com/CheyBay87/status/195994804822343681,[],[],0,,False,0,0,0,,#TheOffice,,,,,,,[],,,,,s8ep22
